gmtamesQSAR_ID,Strain,Endpoint,TrainValTest,SMILES
gmtamesQSAR_1479,TA102_S9,Negative,Train,C=CC(C)=O
gmtamesQSAR_1507,TA102_S9,Positive,Train,CN(C)c1ccc(N)cc1
gmtamesQSAR_1513,TA102_S9,Negative,Train,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
gmtamesQSAR_1514,TA102_S9,Negative,Train,CC1(C)C2CCC1(C)[C@@H](O)C2
gmtamesQSAR_1517,TA102_S9,Negative,Train,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
gmtamesQSAR_1523,TA102_S9,Positive,Train,O=CC(=O)O
gmtamesQSAR_1564,TA102_S9,Negative,Train,CCSCCSP(=O)(OC)OC
gmtamesQSAR_1593,TA102_S9,Negative,Train,CC(=O)OC(c1ccccc1Cl)C(O)(Cn1cncn1)C1(Cl)CC1
gmtamesQSAR_1608,TA102_S9,Negative,Train,CNC(=O)CSP(=S)(OC)OC
gmtamesQSAR_1630,TA102_S9,Negative,Train,Cc1cccc(C(=O)O)c1N(Cn1cccn1)C(=O)C(=O)O
gmtamesQSAR_1637,TA102_S9,Positive,Train,COC(=O)C(Cl)Cl
gmtamesQSAR_1639,TA102_S9,Negative,Train,O=C(O)c1ccc(O)c2nnsc12
gmtamesQSAR_1652,TA102_S9,Negative,Train,CCCC[N+](=O)[O-]
gmtamesQSAR_1671,TA102_S9,Negative,Train,Nc1c(C(=O)N/N=C/c2ccccc2)[nH]c2ccccc12
gmtamesQSAR_1675,TA102_S9,Negative,Train,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1
gmtamesQSAR_1679,TA102_S9,Negative,Train,CNC(=O)Oc1cccc2c1OC(C)(C)C2O
gmtamesQSAR_1703,TA102_S9,Negative,Train,O=C(O)COc1ccc(Cl)cc1Cl
gmtamesQSAR_1733,TA102_S9,Negative,Train,O=C(O)c1cc(O)cc2nnsc12
gmtamesQSAR_1734,TA102_S9,Negative,Train,CCCCCCCCBr
gmtamesQSAR_1747,TA102_S9,Positive,Train,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O
gmtamesQSAR_1767,TA102_S9,Negative,Train,CCNC(=O)CCC(N)C(=O)O
gmtamesQSAR_1775,TA102_S9,Negative,Train,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
gmtamesQSAR_1803,TA102_S9,Negative,Train,CCN(N)CC
gmtamesQSAR_1838,TA102_S9,Negative,Train,CN1COCN(Cc2cnc(Cl)s2)/C1=N/[N+](=O)[O-]
gmtamesQSAR_1855,TA102_S9,Negative,Train,OCC(O)CO
gmtamesQSAR_1856,TA102_S9,Negative,Train,C=C(C)C(=O)OCCN(C)C
gmtamesQSAR_1862,TA102_S9,Negative,Train,CCNc1nc(Cl)nc(NC(C)C)n1
gmtamesQSAR_1865,TA102_S9,Positive,Train,O=C1C(Cl)=C(Cl)C(=O)c2c(O)ccc(O)c21
gmtamesQSAR_1872,TA102_S9,Negative,Train,Cc1nccc2c1[nH]c1ccccc12
gmtamesQSAR_1876,TA102_S9,Negative,Train,O=c1c2[nH]c3ccccc3c2nnn1/N=C/c1ccc(Cl)cc1
gmtamesQSAR_1892,TA102_S9,Negative,Train,NC(=NO)c1cc(O)c(O)c(O)c1
gmtamesQSAR_1896,TA102_S9,Negative,Train,C=CC([O])=O
gmtamesQSAR_1899,TA102_S9,Negative,Train,Cc1ccc(C=O)cc1
gmtamesQSAR_1926,TA102_S9,Negative,Train,C=CC=O
gmtamesQSAR_1929,TA102_S9,Negative,Train,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br
gmtamesQSAR_1940,TA102_S9,Positive,Train,CSCNc1ccccc1
gmtamesQSAR_1952,TA102_S9,Negative,Train,OCc1cccc(Oc2ccccc2)c1
gmtamesQSAR_1956,TA102_S9,Negative,Train,[O]C(=O)C(Cl)Cl
gmtamesQSAR_1997,TA102_S9,Negative,Train,CCC(CO)[N+](=O)[O-]
gmtamesQSAR_2005,TA102_S9,Negative,Train,CC(C)c1ccc(NC(=O)N(C)C)cc1
gmtamesQSAR_2006,TA102_S9,Negative,Train,NNC(=O)c1ccncc1
gmtamesQSAR_2008,TA102_S9,Negative,Train,COc1cc(O)c2c(c1)C1=C[C@H](O)[C@@H](O)C[C@]1(C)OC2=O
gmtamesQSAR_2013,TA102_S9,Positive,Train,O=c1c2[nH]c3ccccc3c2nnn1N=Cc1ccc(O)cc1
gmtamesQSAR_2017,TA102_S9,Negative,Train,COc1c(Cl)cc(O)c(Cl)c1C(=O)O
gmtamesQSAR_2033,TA102_S9,Negative,Train,Fc1ccccn1
gmtamesQSAR_2039,TA102_S9,Positive,Train,c1ccc(CSSCc2ccccc2)cc1
gmtamesQSAR_2043,TA102_S9,Negative,Train,CCCCC[N+](=O)[O-]
gmtamesQSAR_2045,TA102_S9,Negative,Train,O=C(O)c1ccc2c(c1)C(=O)OC2=O
gmtamesQSAR_2050,TA102_S9,Negative,Train,CC1(C)O[C@H]1COc1c2ccoc2cc2oc(=O)ccc12
gmtamesQSAR_2057,TA102_S9,Negative,Train,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C\C(=O)OC(C(F)(F)F)C(F)(F)F
gmtamesQSAR_2115,TA102_S9,Negative,Train,C[N+](C)(C)CCO
gmtamesQSAR_2132,TA102_S9,Negative,Train,NC(Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O
gmtamesQSAR_2166,TA102_S9,Negative,Train,Cc1cccnc1
gmtamesQSAR_2171,TA102_S9,Positive,Train,Nc1ccc(-c2ccccc2)cc1
gmtamesQSAR_2177,TA102_S9,Negative,Train,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
gmtamesQSAR_2183,TA102_S9,Positive,Train,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
gmtamesQSAR_2189,TA102_S9,Negative,Train,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
gmtamesQSAR_2193,TA102_S9,Negative,Train,C=c1c(C)c(O)c(=C)c(C)c1O
gmtamesQSAR_2199,TA102_S9,Negative,Train,NCc1ccc(CN)cc1
gmtamesQSAR_2204,TA102_S9,Negative,Train,Cc1ccc(C)c2ccccc12
gmtamesQSAR_2211,TA102_S9,Negative,Train,NNC(=O)c1[nH]c2ccccc2c1N
gmtamesQSAR_2237,TA102_S9,Negative,Train,O=C1C=CC(=O)O1
gmtamesQSAR_2255,TA102_S9,Negative,Train,c1ccc2nccnc2c1
gmtamesQSAR_2256,TA102_S9,Negative,Train,COc1cc(OC)nc(NC(N)=O)n1
gmtamesQSAR_2272,TA102_S9,Negative,Train,[O]C([O])=O
gmtamesQSAR_2286,TA102_S9,Negative,Train,O=Cc1ccc2c(c1)OCO2
gmtamesQSAR_2303,TA102_S9,Positive,Train,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
gmtamesQSAR_2312,TA102_S9,Negative,Train,Fc1cccc(F)n1
gmtamesQSAR_2326,TA102_S9,Negative,Train,COc1cc(=O)n2[nH]c(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1
gmtamesQSAR_2336,TA102_S9,Negative,Train,NCCNC(=O)c1ccc(Cl)cn1
gmtamesQSAR_2338,TA102_S9,Negative,Train,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
gmtamesQSAR_2343,TA102_S9,Negative,Train,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O
gmtamesQSAR_2348,TA102_S9,Positive,Train,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
gmtamesQSAR_2357,TA102_S9,Negative,Train,CC(=O)CC(=O)Nc1ccc(C)cc1
gmtamesQSAR_2380,TA102_S9,Negative,Train,COc1cc(C(C)=O)ccc1O
gmtamesQSAR_2418,TA102_S9,Negative,Train,CC(=O)c1ccc2ccccc2c1
gmtamesQSAR_2429,TA102_S9,Positive,Train,Cc1c(N)cc(N)cc1[N+](=O)[O-]
gmtamesQSAR_2437,TA102_S9,Positive,Train,NNc1ccccc1
gmtamesQSAR_2454,TA102_S9,Negative,Train,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O
gmtamesQSAR_2459,TA102_S9,Negative,Train,CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1
gmtamesQSAR_2468,TA102_S9,Negative,Train,CCCCO
gmtamesQSAR_2489,TA102_S9,Positive,Train,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
gmtamesQSAR_2494,TA102_S9,Negative,Train,CC1=CC(=O)C=C(C)C1=O
gmtamesQSAR_2497,TA102_S9,Negative,Train,CC(=O)[C]1C(=O)C=C(C)OC1=O
gmtamesQSAR_2499,TA102_S9,Negative,Train,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C
gmtamesQSAR_2519,TA102_S9,Negative,Train,Cc1cnc(C)cn1
gmtamesQSAR_2548,TA102_S9,Negative,Train,CCC=O
gmtamesQSAR_2560,TA102_S9,Negative,Train,NC(=S)c1c(Cl)cccc1Cl
gmtamesQSAR_2578,TA102_S9,Negative,Train,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
gmtamesQSAR_2582,TA102_S9,Negative,Train,[O-][S+]([O-])CO
gmtamesQSAR_2598,TA102_S9,Negative,Train,CCCCCC(=O)OCC
gmtamesQSAR_2599,TA102_S9,Negative,Train,CCCCCCCCCc1ccc(O)cc1
gmtamesQSAR_2602,TA102_S9,Negative,Train,Cc1cnc2ccccc2n1
gmtamesQSAR_2615,TA102_S9,Negative,Train,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2(C)C
gmtamesQSAR_2619,TA102_S9,Negative,Train,CCOc1cc(C=O)ccc1O
gmtamesQSAR_2621,TA102_S9,Negative,Train,CC(C)(C)[N+](=O)[O-]
gmtamesQSAR_2630,TA102_S9,Negative,Train,COC1CCC2(CC1)NC(=O)C(c1cc(C)ccc1C)C2O
gmtamesQSAR_2637,TA102_S9,Negative,Train,O=C(C=Cc1ccccc1O)c1ccc(O)cc1O
gmtamesQSAR_2647,TA102_S9,Negative,Train,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
gmtamesQSAR_2650,TA102_S9,Negative,Train,CCNc1nc(Cl)nc(NCC)n1
gmtamesQSAR_2654,TA102_S9,Negative,Train,NC(CCCCNCC(N)C(=O)O)C(=O)O
gmtamesQSAR_2699,TA102_S9,Positive,Train,COc1cc(-c2ccc(N)c(OC)c2)ccc1N
gmtamesQSAR_2707,TA102_S9,Negative,Train,CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1
gmtamesQSAR_2710,TA102_S9,Negative,Train,CCCCOC(C)=O
gmtamesQSAR_2728,TA102_S9,Negative,Train,CCCC(=O)OCCC(C)C
gmtamesQSAR_2741,TA102_S9,Negative,Train,C=CC(=C)CCC=C(C)C
gmtamesQSAR_2767,TA102_S9,Negative,Train,CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1
gmtamesQSAR_2789,TA102_S9,Positive,Train,O=c1ccc(=O)c2c(=O)c(Cl)c(Cl)c(=O)c1=2
gmtamesQSAR_2792,TA102_S9,Negative,Train,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
gmtamesQSAR_2804,TA102_S9,Negative,Train,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2
gmtamesQSAR_2807,TA102_S9,Negative,Train,CC(=O)C(C)O
gmtamesQSAR_2818,TA102_S9,Negative,Train,[O]C(=O)c1ccccc1
gmtamesQSAR_2833,TA102_S9,Negative,Train,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
gmtamesQSAR_2837,TA102_S9,Negative,Train,CC(CO)[N+](=O)[O-]
gmtamesQSAR_2845,TA102_S9,Negative,Train,CNC(=O)Oc1cccc2ccccc12
gmtamesQSAR_2858,TA102_S9,Negative,Train,CC1=CCC(O)(C(C)C)CC1
gmtamesQSAR_2867,TA102_S9,Negative,Train,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
gmtamesQSAR_2871,TA102_S9,Positive,Train,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21
gmtamesQSAR_2892,TA102_S9,Positive,Train,CCN(N=O)C(N)=O
gmtamesQSAR_2901,TA102_S9,Negative,Train,Oc1ccc(-c2ccc(O)cc2)cc1
gmtamesQSAR_2909,TA102_S9,Negative,Train,Cc1c([N+](=O)[O-])cc(NO)cc1[N+](=O)[O-]
gmtamesQSAR_2917,TA102_S9,Negative,Train,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
gmtamesQSAR_2928,TA102_S9,Negative,Train,Cc1cccc(O)c1N
gmtamesQSAR_2938,TA102_S9,Negative,Train,CN(C)C1Cc2cccc3cccc(c23)C1
gmtamesQSAR_2941,TA102_S9,Negative,Train,O=C/C=C/c1ccccc1
gmtamesQSAR_2951,TA102_S9,Negative,Train,Cc1cccc(N)c1
gmtamesQSAR_2965,TA102_S9,Negative,Train,C=CCCl
gmtamesQSAR_2970,TA102_S9,Negative,Train,COc1ccc(C=O)cc1
gmtamesQSAR_3008,TA102_S9,Positive,Train,Cc1ccc2c(c1)c(C)c1c3ccccc3nc-1n2C
gmtamesQSAR_3010,TA102_S9,Negative,Train,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12
gmtamesQSAR_3014,TA102_S9,Negative,Train,CCC(CCCC(=O)O)COC(=O)c1ccccc1C(=O)O
gmtamesQSAR_3016,TA102_S9,Negative,Train,CCC(C)[N+](=O)[O-]
gmtamesQSAR_3018,TA102_S9,Negative,Train,CC(C)(C(=O)O)c1cc(OS(C)(=O)=O)ccc1O
gmtamesQSAR_3019,TA102_S9,Negative,Train,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
gmtamesQSAR_3022,TA102_S9,Negative,Train,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1
gmtamesQSAR_3031,TA102_S9,Negative,Train,CN(C)N
gmtamesQSAR_3042,TA102_S9,Positive,Train,CCCCNNCCCC
gmtamesQSAR_3044,TA102_S9,Negative,Train,COCCN(C(=O)C(=O)O)c1c(C)cccc1C
gmtamesQSAR_3082,TA102_S9,Positive,Train,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12
gmtamesQSAR_3094,TA102_S9,Negative,Train,CC=O
gmtamesQSAR_3122,TA102_S9,Positive,Train,Nc1ccc(O)c2c1C(=O)CC(=O)C2=O
gmtamesQSAR_3138,TA102_S9,Negative,Train,O=S(=O)(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O
gmtamesQSAR_3143,TA102_S9,Negative,Train,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
gmtamesQSAR_3147,TA102_S9,Negative,Train,Cc1ccc(N)c(S(=O)(=O)O)c1
gmtamesQSAR_3173,TA102_S9,Negative,Train,C=CC(=O)NCO
gmtamesQSAR_3178,TA102_S9,Negative,Train,Cc1cccc(C)c1N(Cn1cccn1)C(=O)C(N)=O
gmtamesQSAR_3185,TA102_S9,Positive,Train,NNc1nncc2ccccc12
gmtamesQSAR_3204,TA102_S9,Negative,Train,C=CCN=C=S
gmtamesQSAR_3217,TA102_S9,Positive,Train,CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O
gmtamesQSAR_3218,TA102_S9,Negative,Train,Cc1ccc(C)c(C)c1C
gmtamesQSAR_3230,TA102_S9,Negative,Train,NC(CCC(=O)O)C(=O)O
gmtamesQSAR_3242,TA102_S9,Negative,Train,Cc1cccc([N+](=O)[O-])c1
gmtamesQSAR_3246,TA102_S9,Negative,Train,Cc1cccc(C)c1N(Cn1cccn1)C(=O)C[S+](C)[O-]
gmtamesQSAR_3262,TA102_S9,Negative,Train,CSCC(N)C(=O)O
gmtamesQSAR_3267,TA102_S9,Negative,Train,Cc1ccc(C)c(C2(O)C(=O)NC3(CCC(O)CC3)C2O)c1
gmtamesQSAR_3268,TA102_S9,Negative,Train,COC(=O)CC(NC(=O)C(NC(=O)OC(C)C)C(C)C)c1ccc(Cl)cc1
gmtamesQSAR_3291,TA102_S9,Positive,Train,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
gmtamesQSAR_3309,TA102_S9,Negative,Train,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
gmtamesQSAR_3325,TA102_S9,Negative,Train,NCC(=O)O
gmtamesQSAR_3332,TA102_S9,Negative,Train,CC(CO)[N+](=O)[O-]
gmtamesQSAR_3358,TA102_S9,Positive,Train,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C(N1CC1)=CC2=O
gmtamesQSAR_3381,TA102_S9,Negative,Train,Clc1ccc(Cl)nc1
gmtamesQSAR_3392,TA102_S9,Negative,Train,COc1cc(=O)c2c([nH]c(C)c3c4c(nc32)CCCC=4)c1O
gmtamesQSAR_3405,TA102_S9,Negative,Train,Cc1nn(C)c(F)c1C(=O)Nc1ccccc1C(C)CC(C)C
gmtamesQSAR_3416,TA102_S9,Negative,Train,COC(=O)c1ccccc1N
gmtamesQSAR_3426,TA102_S9,Positive,Train,C=C(C)C(=O)OCC1CO1
gmtamesQSAR_3440,TA102_S9,Negative,Train,COc1cc(OC)c(OC)cc1C=O
gmtamesQSAR_3455,TA102_S9,Negative,Train,CC(C)(C)C1=CC(=O)C=CC1=O
gmtamesQSAR_3476,TA102_S9,Negative,Train,Cc1ccccc1N
gmtamesQSAR_3486,TA102_S9,Negative,Train,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
gmtamesQSAR_3519,TA102_S9,Positive,Train,Nc1ccc(O)c2c1C(=O)C=CC2=O
gmtamesQSAR_3539,TA102_S9,Negative,Train,Cc1nn(C)c(F)c1C(=O)Nc1ccccc1C(C)CC(C)(C)O
gmtamesQSAR_3565,TA102_S9,Negative,Train,Clc1cncc(Cl)c1
gmtamesQSAR_3570,TA102_S9,Negative,Train,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
gmtamesQSAR_3573,TA102_S9,Positive,Train,CN(C)c1ccc(N=Nc2ccc(S([O])(=O)=O)cc2)cc1
gmtamesQSAR_3584,TA102_S9,Negative,Train,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)O
gmtamesQSAR_3585,TA102_S9,Negative,Train,CCOC(=O)CC(C)=O
gmtamesQSAR_3588,TA102_S9,Negative,Train,Cc1nccnc1C
gmtamesQSAR_3598,TA102_S9,Negative,Train,O=C(O)COc1ccc(Cl)cc1
gmtamesQSAR_3609,TA102_S9,Negative,Train,NC(=NO)c1ccc(O)c(O)c1
gmtamesQSAR_3654,TA102_S9,Negative,Train,CCOCCCl
gmtamesQSAR_3659,TA102_S9,Negative,Train,Nc1ccn([C@@H]2O[C@H](COP([O])([O])=O)[C@@H](O)[C@H]2O)c(=O)n1
gmtamesQSAR_3695,TA102_S9,Negative,Train,Cc1ccsc1
gmtamesQSAR_3696,TA102_S9,Negative,Train,Cc1cnccn1
gmtamesQSAR_3700,TA102_S9,Negative,Train,Cc1nc2ccccc2s1
gmtamesQSAR_3711,TA102_S9,Negative,Train,O=C(O)c1cccnc1Oc1cccc(C(F)(F)F)c1
gmtamesQSAR_3724,TA102_S9,Negative,Train,CC(=O)O[C@@H]1CCC2(C)C(=CCC3C2CCC2(C)C3CC[C@H]2[C@H](C)CCCC(C)C)C1
gmtamesQSAR_3738,TA102_S9,Negative,Train,O=C(O)CC(O)C(=O)O
gmtamesQSAR_3766,TA102_S9,Negative,Train,CCC[N+](=O)[O-]
gmtamesQSAR_3801,TA102_S9,Negative,Train,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C
gmtamesQSAR_3810,TA102_S9,Negative,Train,COc1ccc(O)c(C(C)(C)C)c1
gmtamesQSAR_3817,TA102_S9,Negative,Train,CC(C)=CCl
gmtamesQSAR_3820,TA102_S9,Positive,Train,O=c1c2[nH]c3ccccc3c2nnn1/N=C/c1ccccc1
gmtamesQSAR_3824,TA102_S9,Positive,Train,O=[N+]([O-])c1cc[n+]([O-])cc1
gmtamesQSAR_3830,TA102_S9,Negative,Train,Cc1ccccc1-c1ccccc1
gmtamesQSAR_3852,TA102_S9,Negative,Train,COCCO
gmtamesQSAR_3865,TA102_S9,Negative,Train,NC(CC([O])=O)C([O])=O
gmtamesQSAR_3878,TA102_S9,Negative,Train,CC=Cc1ccc(O)c(O)c1
gmtamesQSAR_3880,TA102_S9,Negative,Train,CCCCOCC([O])=O
gmtamesQSAR_3881,TA102_S9,Negative,Train,O=C1c2ccccc2C(=O)c2c(O)cccc21
gmtamesQSAR_3887,TA102_S9,Negative,Train,Cc1cc(Cl)ccc1OCCCC(=O)O
gmtamesQSAR_3913,TA102_S9,Positive,Train,O=C1NCCN1c1ncc([N+](=O)[O-])s1
gmtamesQSAR_3947,TA102_S9,Negative,Train,CC(C)(C#N)C(C)(C)C#N
gmtamesQSAR_3951,TA102_S9,Negative,Train,CC(C)(C)c1cc(O)ccc1O
gmtamesQSAR_3954,TA102_S9,Negative,Train,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
gmtamesQSAR_3957,TA102_S9,Negative,Train,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl
gmtamesQSAR_3964,TA102_S9,Negative,Train,CCOC(=O)c1[nH]c2ccccc2c1N=Cc1ccc(C)cc1
gmtamesQSAR_3982,TA102_S9,Negative,Train,Cc1ccc(N)cc1
gmtamesQSAR_4027,TA102_S9,Positive,Train,O=CCCCC=O
gmtamesQSAR_4049,TA102_S9,Negative,Train,CCCC(=O)O
gmtamesQSAR_4069,TA102_S9,Positive,Train,CN(N=O)C(=O)c1c(N(C)N=O)ncn1C
gmtamesQSAR_4095,TA102_S9,Negative,Train,CCCCC(CC)COC(=O)CCCCC(=O)O
gmtamesQSAR_4104,TA102_S9,Positive,Train,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
gmtamesQSAR_4115,TA102_S9,Negative,Train,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CS(=O)(=O)O
gmtamesQSAR_4126,TA102_S9,Negative,Train,O=C(O)c1ccc(C(F)(F)F)cc1S(=O)(=O)O
gmtamesQSAR_4127,TA102_S9,Negative,Train,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCC(C)O
gmtamesQSAR_4151,TA102_S9,Negative,Train,COc1nccc(C(F)(F)F)c1S(=O)(=O)Nc1nc2[nH]c(OC)c(Cl)c(=O)n2n1
gmtamesQSAR_4183,TA102_S9,Negative,Train,CC(=O)Nc1ccc(O)cc1
gmtamesQSAR_4210,TA102_S9,Negative,Train,O=C(O)/C=C\C=C\C(=O)O
gmtamesQSAR_4225,TA102_S9,Negative,Train,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1
gmtamesQSAR_4233,TA102_S9,Negative,Train,CCOCC=O
gmtamesQSAR_4240,TA102_S9,Negative,Train,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)O
gmtamesQSAR_4243,TA102_S9,Negative,Train,CC(C)COC(=O)Cc1ccccc1
gmtamesQSAR_4250,TA102_S9,Negative,Train,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC
gmtamesQSAR_4258,TA102_S9,Negative,Train,Cc1cc(-c2ccc(N)c(C)c2)ccc1N
gmtamesQSAR_4263,TA102_S9,Negative,Train,CCC(CCC(C)O)COC(=O)CCCCC(=O)O
gmtamesQSAR_4264,TA102_S9,Negative,Train,CC=CC=CC([O])=O
gmtamesQSAR_4289,TA102_S9,Negative,Train,NC(CCC(=O)O)C([O])=O
gmtamesQSAR_4291,TA102_S9,Negative,Train,Cc1c(N(C)CS([O])(=O)=O)c(=O)n(-c2ccccc2)n1C
gmtamesQSAR_4319,TA102_S9,Negative,Train,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
gmtamesQSAR_4344,TA102_S9,Negative,Train,CC(C)=CCC/C(C)=C/C=O
gmtamesQSAR_4366,TA102_S9,Negative,Train,Cc1ccc(C=O)o1
gmtamesQSAR_4369,TA102_S9,Negative,Train,CCNNCC
gmtamesQSAR_4385,TA102_S9,Negative,Train,[O]C(=O)CC(O)C([O])=O
gmtamesQSAR_4402,TA102_S9,Negative,Train,CC=NO
gmtamesQSAR_4403,TA102_S9,Negative,Train,NC(=O)NCC(=O)O
gmtamesQSAR_4408,TA102_S9,Negative,Train,O=C1c2ccccc2C(=O)c2ccccc21
gmtamesQSAR_4412,TA102_S9,Negative,Train,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1
gmtamesQSAR_4417,TA102_S9,Negative,Train,NN(Cc1ccccc1)Cc1ccccc1
gmtamesQSAR_4425,TA102_S9,Positive,Train,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21
gmtamesQSAR_4431,TA102_S9,Negative,Train,CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O
gmtamesQSAR_4450,TA102_S9,Negative,Train,Cc1cc(Cl)ccc1OCC(=O)O
gmtamesQSAR_4452,TA102_S9,Positive,Train,CN(C)c1ccc(/N=N/c2ccc(S([O])(=O)=O)cc2)cc1
gmtamesQSAR_4456,TA102_S9,Negative,Train,C=C(C)C1CC=C(C=O)CC1
gmtamesQSAR_4511,TA102_S9,Negative,Train,NC(=O)c1c(Cl)ccc(O)c1Cl
gmtamesQSAR_4520,TA102_S9,Negative,Train,CC(C)=O
gmtamesQSAR_4540,TA102_S9,Negative,Train,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
gmtamesQSAR_4546,TA102_S9,Negative,Train,CS(C)(=O)=O
gmtamesQSAR_4555,TA102_S9,Positive,Train,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N
gmtamesQSAR_4575,TA102_S9,Negative,Train,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
gmtamesQSAR_4593,TA102_S9,Negative,Train,COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl
gmtamesQSAR_4598,TA102_S9,Negative,Train,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1
gmtamesQSAR_4624,TA102_S9,Negative,Train,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
gmtamesQSAR_4627,TA102_S9,Positive,Train,COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(=O)CO)C[C@@H]1O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C3=O
gmtamesQSAR_4646,TA102_S9,Negative,Train,CCC(C(C)O)[N+](=O)[O-]
gmtamesQSAR_4657,TA102_S9,Negative,Train,CCCCCCC(=O)OCC
gmtamesQSAR_4690,TA102_S9,Negative,Train,ClCc1cccnc1
gmtamesQSAR_4694,TA102_S9,Negative,Train,CCC(=O)C(C)=O
gmtamesQSAR_4712,TA102_S9,Negative,Train,CC(N)C(=O)O
gmtamesQSAR_4717,TA102_S9,Negative,Train,CNN
gmtamesQSAR_4759,TA102_S9,Negative,Train,Clc1cccnc1
gmtamesQSAR_4767,TA102_S9,Negative,Train,CCCCOCCO
gmtamesQSAR_4772,TA102_S9,Negative,Train,O=c1[nH]cc(O)[nH]1
